English,Russian
You must come.,Ты должна прийти.
You must rest.,Ты должен отдохнуть.
You must rest.,Вы должны отдохнуть.
You must rest.,Ты должен отдыхать.
You must rest.,Вы должны отдыхать.
You must stay.,Ты должен остаться.
You must stay.,Вы должны остаться.
You must stop.,Ты должен остановиться.
You must stop.,Вы должны остановиться.
You must work.,Вы должны работать.
You need help.,Тебе нужна помощь.
You need help.,Вам нужна помощь.
You need rest.,Тебе нужен отдых.
You need rest.,Вам нужен отдых.
You need rest.,Ты нуждаешься в отдыхе.
You need rest.,Вы нуждаетесь в отдыхе.
You need this.,Тебе это нужно.
You needed me.,Я был тебе нужен.
You needed me.,Я был вам нужен.
You never ask.,Ты никогда не спрашиваешь.
You scared me.,Ты меня напугал.
You scared me.,Ты напугал меня.
You scared me.,Вы меня напугали.
You scared us.,Ты напугал нас.
You scared us.,Ты нас напугал.
You scared us.,Ты нас испугал.
You scared us.,Ты испугал нас.
You scared us.,Вы нас напугали.
You scared us.,Вы напугали нас.
You scared us.,Вы нас испугали.
You scared us.,Вы испугали нас.
You scared us.,Ты нас напугала.
You scared us.,Ты напугала нас.
You scared us.,Ты нас испугала.
You scared us.,Ты испугала нас.
You seem busy.,"Ты, кажется, занят."
You seem busy.,"Вы, кажется, заняты."
You seem busy.,"Ты, кажется, занята."
You seem nice.,"Кажется, ты хороший."
You should go.,Тебе лучше уйти.
You should go.,Тебе стоит пойти.
You should go.,Вам стоит пойти.
You should go.,Тебе стоит поехать.
You should go.,Вам стоит поехать.
You should go.,Тебе надо бы пойти.
You should go.,Вам надо бы пойти.
You should go.,Тебе надо бы поехать.
You should go.,Вам надо бы поехать.
You sing well.,Ты хорошо поёшь.
You sing well.,Вы хорошо поёте.
You smell bad.,Ты плохо пахнешь.
You smell bad.,От тебя плохо пахнет.
You smell bad.,От вас плохо пахнет.
You talk fast.,Ты говоришь быстро.
You talk fast.,Ты быстро говоришь.
You talk fast.,Вы быстро говорите.
You walk fast.,Ты быстро ходишь.
You walk fast.,Вы быстро ходите.
You want this?,Хочешь это?
You were busy.,Ты была занята.
You were busy.,Вы были заняты.
You were late.,Вы опоздали.
You were mine.,Ты была моей.
You were mine.,Ты был моим.
You were rude.,Ты был груб.
You were rude.,Вы были грубы.
You were seen.,Тебя видели.
You were seen.,Вас видели.
You were sick.,Ты был болен.
You were sick.,Ты болел.
You were sick.,Вы были больны.
You were sick.,Вы болели.
You were sick.,Ты была больна.
You were sick.,Ты болела.
You will fail.,У тебя не выйдет.
You will help.,Ты поможешь.
You will help.,Вы поможете.
You will lose.,Ты проиграешь.
You will lose.,Вы проиграете.
You will stop.,Вы остановитесь.
You will stop.,Ты остановишься.
You will wait.,Ты подождёшь.
You will wait.,Вы подождёте.
You won't die.,Ты не умрёшь.
You won't die.,Вы не умрёте.
You won't win.,Ты не выиграешь.
You won't win.,Вы не выиграете.
You won't win.,Ты не победишь.
You won't win.,Вы не победите.
You work hard.,Ты много работаешь.
You work hard.,Ты вкалываешь за двоих.
You'd like it.,Тебе бы это понравилось.
You'd like it.,Вам бы это понравилось.
You'd like it.,Тебе бы понравилось.
You'd like it.,Вам бы понравилось.
You'd love it.,Тебе бы это понравилось.
You'd love it.,Вам бы это понравилось.
You'll go far.,Ты далеко пойдёшь.
You'll go far.,Вы далеко пойдёте.
You're a brat.,Ты негодник.
You're a hunk.,Ты красавчик.
You're a hunk.,Ты мачо.
You're a liar.,Ты обманщик.
You're a liar.,Ты лгун.
You're a liar.,Вы обманщик.
You're a liar.,Ты обманщица.
You're a liar.,Вы обманщица.
You're a nerd.,"Ты ""ботаник""."
You're a nerd.,Ты задрот.
You're a slob.,Ты неряха.
You're a snob.,Ты сноб.
You're a snob.,Вы сноб.
You're a star.,Ты звезда.
You're a star.,Вы звезда.
You're biased.,Ты предвзят.
You're biased.,Ты предвзята.
You're biased.,Вы предвзяты.
You're boring.,Ты скучный.
You're boring.,Вы скучный.
You're boring.,Ты скучная.
You're boring.,Вы скучная.
You're boring.,Вы скучные.
You're boring.,С тобой скучно.
You're boring.,С вами скучно.
You're clever.,Ты умный.
You're clever.,Ты умная.
You're clever.,Вы умный.
You're clever.,Вы умная.
You're clever.,Вы умные.
You're famous.,Вы знамениты.
You're famous.,Ты знаменит.
You're famous.,Ты знаменита.
You're insane.,Ты ненормальный.
You're insane.,Ты ненормальная.
You're insane.,Вы ненормальный.
You're insane.,Вы ненормальная.
You're insane.,Вы ненормальные.
You're insane.,Ты безумец.
You're joking!,Ты шутишь!
You're joking!,Вы шутите!
You're joking!,Шутишь!
You're joking!,Шутите!
You're loaded.,Ты набрался.
You're losing.,Вы проигрываете.
You're losing.,Ты проигрываешь.
You're modest.,Ты скромный.
You're my age.,Мы с вами одного возраста.
You're my age.,Мы с тобой одного возраста.
You're my age.,Ты мой ровесник.
You're my age.,Ты моя ровесница.
You're my age.,Вы мой ровесник.
You're my age.,Вы моя ровесница.
You're my age.,Вы мои ровесники.
You're my age.,Вы мои ровесницы.
You're my age.,Ты моего возраста.
You're my age.,Вы моего возраста.
You're my age.,"Тебе столько же лет, сколько и мне."
You're my age.,"Вам столько же лет, сколько и мне."
You're my son.,Ты мой сын.
You're normal.,Ты нормальный.
You're not me.,Ты не я.
You're not me.,Вы не я.
You're paying.,Ты платишь.
You're paying.,Вы платите.
You're polite.,Ты вежлив.
You're polite.,Вы вежливы.
You're polite.,Ты вежлива.
You're skinny.,Ты тощий.
You're skinny.,Вы тощий.
You're so bad.,Ты такой плохой.
You're so bad.,Ты такая плохая.
