Russian
Идти.
Привет.
Бегать!
Бегать.
ВОЗ?
Ух ты!
Я никогда не замечал.
Я никогда не говорил нет.
Я никогда не видел Тома.
Я никогда тебя не видел.
Я никогда не был застенчивым.
Я кивнул Тому.
Я часто это делаю.
Я часто его вижу.
Мне нужен только Том.
Мне нужен только один.
Я сказал только Тому.
Я заказал обед.
Я заказал пиццу.
Я его перехитрил.
Я должен Тому денег.
Я многим тебе обязан.
Я владею этой землей.
Я заплатил чеком.
Я заплатил за них.
Я заплатил за это.
Я оплатил свои счета.
